x,y,cone_type
-1.6956305503845215,3.0984392166137695,CONE_YELLOW_RIGHT
-4.109935760498047,1.2364789247512817,CONE_BLUE_LEFT
-3.2361605167388916,0.09626174718141556,CONE_BLUE_LEFT
-4.186648368835449,5.920995712280273,CONE_YELLOW_RIGHT
-2.884660482406616,4.546018600463867,CONE_YELLOW_RIGHT
-5.32925271987915,2.762092351913452,CONE_BLUE_LEFT
-6.940463542938232,3.9831857681274414,CONE_BLUE_LEFT
-5.3231635093688965,7.0464043617248535,CONE_YELLOW_RIGHT
-8.286150932312012,5.83061408996582,CONE_BLUE_LEFT
-9.785466194152832,4.784698486328125,CONE_BLUE_LEFT
-6.968201637268066,8.617597579956055,CONE_YELLOW_RIGHT
-10.84114933013916,7.79182243347168,CONE_YELLOW_RIGHT
-12.831836700439453,6.113969326019287,CONE_YELLOW_RIGHT
-14.067302703857422,5.365890979766846,CONE_YELLOW_RIGHT
-16.496112823486328,3.441101312637329,CONE_YELLOW_RIGHT
-18.983299255371094,1.5982187986373901,CONE_YELLOW_RIGHT
-14.406954765319824,1.5458400249481201,CONE_BLUE_LEFT
-21.678424835205078,-0.20209455490112305,CONE_YELLOW_RIGHT
-24.06638526916504,-1.758076786994934,CONE_YELLOW_RIGHT
-22.62571907043457,-4.123881816864014,CONE_BLUE_LEFT
-18.90936279296875,-1.7349413633346558,CONE_BLUE_LEFT
-20.461349487304688,-2.719393730163574,CONE_BLUE_LEFT
-25.79173469543457,-2.8817038536071777,CONE_YELLOW_RIGHT
-25.12444496154785,-5.720452308654785,CONE_BLUE_LEFT
-27.961339950561523,-4.229105472564697,CONE_YELLOW_RIGHT
-29.78441619873047,-6.163907527923584,CONE_YELLOW_RIGHT
-26.42422866821289,-6.879049301147461,CONE_BLUE_LEFT
-30.081806182861328,-8.966593742370605,CONE_YELLOW_RIGHT
-29.950241088867188,-21.32271957397461,CONE_YELLOW_RIGHT
-27.0023250579834,-22.27743911743164,CONE_BLUE_LEFT
-25.692636489868164,-19.55211067199707,CONE_BLUE_LEFT
-28.75327491760254,-19.39982032775879,CONE_YELLOW_RIGHT
-28.08293342590332,-23.967445373535156,CONE_BLUE_LEFT
-35.08358383178711,-24.497806549072266,CONE_YELLOW_RIGHT
-38.03205871582031,-26.533897399902344,CONE_YELLOW_RIGHT
-36.796695709228516,-28.99005699157715,CONE_BLUE_LEFT
-39.97894287109375,-31.110502243041992,CONE_BLUE_LEFT
